genome_drug.genome_name	genome_drug.genome_id	genome_drug.antibiotic	genome_drug.measurement_sign	genome_drug.measurement_value	genome_drug.measurement_unit	genome_drug.resistant_phenotype	genome_drug.laboratory_typing_platform
Escherichia coli strain M3	562.42784	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M3	562.42784	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M3	562.42784	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M4	562.42797	amikacin	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain M4	562.42797	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M4	562.42797	aztreonam	==	32	mg/L	Resistant	Vitek
Escherichia coli strain M4	562.42797	cefepime	==	8	mg/L	Intermediate	Vitek
Escherichia coli strain M4	562.42797	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M4	562.42797	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M5	562.42809	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M5	562.42809	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M5	562.42809	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M6	562.42816	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M6	562.42816	aztreonam	==	16	mg/L	Resistant	Vitek
Escherichia coli strain M6	562.42816	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M6	562.42816	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M6	562.42816	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M6	562.42816	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M7	562.42817	aztreonam	==	16	mg/L	Resistant	Vitek
Escherichia coli strain M7	562.42817	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M8	562.42818	aztreonam	==	16	mg/L	Resistant	Vitek
Escherichia coli strain M8	562.42818	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M8	562.42818	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M9	562.42819	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M9	562.42819	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M9	562.42819	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M9	562.42819	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M9	562.42819	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M9	562.42819	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M9	562.42819	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M10	562.42764	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M10	562.42764	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M10	562.42764	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 108	562.42635	ceftazidime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 108	562.42635	gentamicin	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain 108	562.42635	tetracycline	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M11	562.42765	amikacin	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain M11	562.42765	aztreonam	==	16	mg/L	Resistant	Vitek
Escherichia coli strain M11	562.42765	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M12	562.42766	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M12	562.42766	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M12	562.42766	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M12	562.42766	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M13	562.42767	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M13	562.42767	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M13	562.42767	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M14	562.42768	aztreonam	==	16	mg/L	Resistant	Vitek
Escherichia coli strain M14	562.42768	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M15	562.42769	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M15	562.42769	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M15	562.42769	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M15	562.42769	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M15	562.42769	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M16	562.42770	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M16	562.42770	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M16	562.42770	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M17	562.42771	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M17	562.42771	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M17	562.42771	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M17	562.42771	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M17	562.42771	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M18	562.42772	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M18	562.42772	aztreonam	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M18	562.42772	cefepime	==	8	mg/L	Intermediate	Vitek
Escherichia coli strain M18	562.42772	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M18	562.42772	ciprofloxacin	==	1	mg/L	Susceptible	Vitek
Escherichia coli strain M18	562.42772	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M18	562.42772	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M18	562.42772	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M19	562.42773	amikacin	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain M19	562.42773	aztreonam	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M19	562.42773	cefepime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain M19	562.42773	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M19	562.42773	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M19	562.42773	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M20	562.42775	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M20	562.42775	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M21	562.42776	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M21	562.42776	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M21	562.42776	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M21	562.42776	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M21	562.42776	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M21	562.42776	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M22	562.42777	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M22	562.42777	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M22	562.42777	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M22	562.42777	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M22	562.42777	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M22	562.42777	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M24	562.42779	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M24	562.42779	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M24	562.42779	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M25	562.42780	aztreonam	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain M25	562.42780	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M25	562.42780	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M25	562.42780	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M25	562.42780	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M26	562.42781	aztreonam	==	16	mg/L	Resistant	Vitek
Escherichia coli strain M26	562.42781	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M26	562.42781	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M26	562.42781	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M26	562.42781	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M26	562.42781	tetracycline	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M27	562.42782	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M27	562.42782	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M27	562.42782	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M27	562.42782	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 134	562.42636	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 134	562.42636	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain 134	562.42636	cefoxitin	==	8	mg/L	Susceptible	Vitek
Escherichia coli strain 134	562.42636	ceftazidime	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain 134	562.42636	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 134	562.42636	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 136	562.42637	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 136	562.42637	cefoxitin	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 136	562.42637	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 136	562.42637	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 137	562.42638	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 137	562.42638	cefoxitin	==	16	mg/L	Intermediate	Vitek
Escherichia coli strain 137	562.42638	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 137	562.42638	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 137	562.42638	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 138	562.42639	ceftazidime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 138	562.42639	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 138	562.42639	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 138	562.42639	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 138	562.42639	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 138	562.42639	tobramycin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 139	562.42640	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 139	562.42640	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 139	562.42640	cefoxitin	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 139	562.42640	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 139	562.42640	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 139	562.42640	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 139	562.42640	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 139	562.42640	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 139	562.42640	tobramycin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 140	562.42641	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 140	562.42641	cefepime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 140	562.42641	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 140	562.42641	tobramycin	==	8	mg/L	Intermediate	Vitek
Escherichia coli strain 141	562.42642	cefepime	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 141	562.42642	ceftriaxone	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 141	562.42642	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 141	562.42642	nitrofurantoin	==	32	mg/L	Susceptible	Vitek
Escherichia coli strain 141	562.42642	tobramycin	>=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 142	562.42643	cefepime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 142	562.42643	cefoxitin	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain 142	562.42643	ciprofloxacin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 142	562.42643	ertapenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 142	562.42643	levofloxacin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 143	562.42644	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 143	562.42644	ceftazidime	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 143	562.42644	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 143	562.42644	tobramycin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 144	562.42645	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 144	562.42645	cefepime	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain 144	562.42645	cefoxitin	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 144	562.42645	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 144	562.42645	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 144	562.42645	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 144	562.42645	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 144	562.42645	tobramycin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 145	562.42646	cefoxitin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 145	562.42646	ertapenem	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 145	562.42646	gentamicin	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 145	562.42646	levofloxacin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 145	562.42646	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 145	562.42646	tetracycline	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M23	562.42778	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M23	562.42778	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M23	562.42778	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M23	562.42778	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M23	562.42778	levofloxacin	==	1	mg/L	Susceptible	Vitek
Escherichia coli strain 153	562.42650	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 153	562.42650	cefoxitin	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 153	562.42650	ceftazidime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 153	562.42650	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 153	562.42650	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 154	562.42651	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 154	562.42651	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 154	562.42651	cefoxitin	==	16	mg/L	Intermediate	Vitek
Escherichia coli strain 154	562.42651	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 154	562.42651	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 154	562.42651	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 154	562.42651	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 154	562.42651	tobramycin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 155	562.42652	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 155	562.42652	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 155	562.42652	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 155	562.42652	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 158	562.42653	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 158	562.42653	cefoxitin	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 158	562.42653	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 158	562.42653	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 158	562.42653	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 158	562.42653	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 158	562.42653	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 158	562.42653	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 158	562.42653	tobramycin	==	8	mg/L	Intermediate	Vitek
Escherichia coli strain 159	562.42654	ceftazidime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 159	562.42654	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 159	562.42654	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 159	562.42654	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 159	562.42654	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 162	562.42656	cefoxitin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 162	562.42656	ceftriaxone	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 162	562.42656	ciprofloxacin	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 162	562.42656	levofloxacin	<=	0.12	mg/L	Susceptible	Vitek
Escherichia coli strain 162	562.42656	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 163	562.42658	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 163	562.42658	cefepime	==	8	mg/L	Resistant	Vitek
Escherichia coli strain 163	562.42658	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 163	562.42658	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 164	562.42659	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 164	562.42659	tobramycin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 165	562.42660	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 165	562.42660	cefepime	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 165	562.42660	cefoxitin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 166	562.42661	cefoxitin	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 166	562.42661	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 166	562.42661	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 166	562.42661	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 166	562.42661	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 166	562.42661	nitrofurantoin	<=	16	mg/L	Susceptible	Vitek
Escherichia coli strain 24	562.42686	amikacin	==	2	mg/L	Susceptible	
Escherichia coli strain 24	562.42686	cefotaxime	==	32	mg/L	Resistant	
Escherichia coli strain 24	562.42686	ceftriaxone	==	8	mg/L	Resistant	
Escherichia coli strain 24	562.42686	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain 24	562.42686	ertapenem	==	4	mg/L	Resistant	
Escherichia coli strain 24	562.42686	gentamicin	>	16	mg/L	Resistant	
Escherichia coli strain 24	562.42686	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain 169	562.42662	amikacin	==	8	mg/L	Susceptible	Vitek
Escherichia coli strain 169	562.42662	cefazolin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 169	562.42662	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain 170	562.42663	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	cefoxitin	==	8	mg/L	Susceptible	Vitek
Escherichia coli strain 170	562.42663	ceftazidime	==	16	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 170	562.42663	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 170	562.42663	tobramycin	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain 172	562.42664	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 172	562.42664	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain AR_0085	562.30362	aztreonam	==	64	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	cefotaxime	==	32	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0085	562.30362	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0085	562.30362	gentamicin	==	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0085	562.30362	imipenem	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0085	562.30362	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	amikacin	==	2	mg/L	Susceptible	
Escherichia coli strain AR_452	562.30434	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	aztreonam	<=	2	mg/L	Susceptible	
Escherichia coli strain AR_452	562.30434	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	ceftazidime-avibactam	>	16/4	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_452	562.30434	doripenem	>	8	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	ertapenem	>	8	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	imipenem	==	4	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	tigecycline	==	1	mg/L	Susceptible	
Escherichia coli strain AR_451	562.30435	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	ceftazidime	==	64	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	ceftazidime-avibactam	<=	0.5/4	mg/L	Susceptible	
Escherichia coli strain AR_451	562.30435	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	doripenem	==	1	mg/L	Susceptible	
Escherichia coli strain AR_451	562.30435	ertapenem	==	1	mg/L	Intermediate	
Escherichia coli strain AR_451	562.30435	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	meropenem	==	0.5	mg/L	Susceptible	
Escherichia coli strain CCUG 70745	562.30349	ceftazidime	>	256	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	chloramphenicol	==	64	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	clindamycin	>	256	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	gentamicin	==	1	mg/L	Susceptible	
Escherichia coli strain CCUG 70745	562.30349	levofloxacin	>	32	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	tobramycin	==	16	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	vancomycin	>	256	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	ampicillin/sulbactam	>	32/16	mg/L	Resistant	
Escherichia coli strain AR_451	562.30435	ampicillin/sulbactam	>	32/16	mg/L	Resistant	
Escherichia coli strain AR_452	562.30434	polymyxin B	==	1	mg/L	Not defined	
Escherichia coli strain AR_452	562.30434	trimethoprim/sulfamethoxazole	>	8/152	mg/L	Resistant	
Escherichia coli strain CCUG 70745	562.30349	trimethoprim/sulfamethoxazole	>	32/608	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	amikacin	==	4	mg/L	Susceptible	
Escherichia coli strain AR_0450	562.33280	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	ciprofloxacin	<=	0.25	mg/L	Susceptible	
Escherichia coli strain AR_0450	562.33280	doripenem	==	8	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	ertapenem	>	8	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	gentamicin	==	1	mg/L	Susceptible	
Escherichia coli strain AR_0450	562.33280	imipenem	==	32	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	tetracycline	==	16	mg/L	Resistant	
Escherichia coli strain AR_0450	562.33280	tigecycline	==	1	mg/L	Susceptible	
Escherichia coli strain AR_0433	562.33281	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0433	562.33281	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0433	562.33281	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0433	562.33281	doripenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0433	562.33281	imipenem	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0433	562.33281	meropenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0086	562.34085	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0086	562.34085	aztreonam	==	32	mg/L	Resistant	
Escherichia coli strain AR_0086	562.34085	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0086	562.34085	ceftazidime	==	4	mg/L	Susceptible	
Escherichia coli strain AR_0086	562.34085	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0086	562.34085	colistin	==	0.5	mg/L	Not defined	
Escherichia coli strain AR_0086	562.34085	doripenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0086	562.34085	imipenem	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0086	562.34085	meropenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0013	562.34086	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0013	562.34086	ertapenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0013	562.34086	imipenem	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0089	562.34089	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0089	562.34089	cefepime	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0089	562.34089	gentamicin	==	0.5	mg/L	Susceptible	
